회계년도,부실여부,컬럼,전체 행 수,이상치_행수_1%,이상치_비율_1%,이상치_행수_2%,이상치_비율_2%,이상치_행수_3%,이상치_비율_3%,이상치_행수_4%,이상치_비율_4%,이상치_행수_5%,이상치_비율_5%
2020,정상,순이익증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,순이익증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBITDA증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBITDA증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,총자산증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,총자산증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유형자산증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유형자산증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,자기자본증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,자기자본증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,부채증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,부채증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,영업현금흐름증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,영업현금흐름증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,FCF증가율_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,FCF증가율_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,ROA변화_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,ROA변화_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,영업이익률변화_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,영업이익률변화_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,부채비율변화_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,부채비율변화_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유동비율변화_diff,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유동비율변화_ratio,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,업력_diff,3269,31,0.95,96,2.94,178,5.45,209,6.39,307,9.39
2020,정상,업력_ratio,3269,31,0.95,96,2.94,178,5.45,209,6.39,307,9.39
2020,정상,매출액영업이익률_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,매출액영업이익률_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBIT대매출액_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBIT대매출액_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBITDA대매출액_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,EBITDA대매출액_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,매출원가대매출액_diff_industry,3269,33,1.01,66,2.02,198,6.06,262,8.01,328,10.03
2020,정상,매출원가대매출액_ratio_industry,3269,33,1.01,66,2.02,198,6.06,262,8.01,328,10.03
2020,정상,매출액순이익률_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,매출액순이익률_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,사내유보율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,사내유보율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,금융비용대매출액_diff_industry,3269,33,1.01,66,2.02,99,3.03,131,4.01,164,5.02
2020,정상,금융비용대매출액_ratio_industry,3269,33,1.01,66,2.02,99,3.03,131,4.01,164,5.02
2020,정상,자기자본비율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,자기자본비율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,부채비율_diff_industry,3269,65,1.99,98,3.0,131,4.01,163,4.99,328,10.03
2020,정상,부채비율_ratio_industry,3269,65,1.99,98,3.0,131,4.01,163,4.99,328,10.03
2020,정상,유동비율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유동비율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,당좌비율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,당좌비율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,현금비율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,현금비율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,순운전자본대총자본_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,순운전자본대총자본_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,비유동비율_diff_industry,3269,65,1.99,98,3.0,131,4.01,163,4.99,328,10.03
2020,정상,비유동비율_ratio_industry,3269,65,1.99,98,3.0,131,4.01,163,4.99,328,10.03
2020,정상,비유동장기적합률_diff_industry,3269,65,1.99,98,3.0,131,4.01,262,8.01,328,10.03
2020,정상,비유동장기적합률_ratio_industry,3269,65,1.99,98,3.0,131,4.01,262,8.01,328,10.03
2020,정상,차입금의존도_diff_industry,3269,33,1.01,66,2.02,99,3.03,131,4.01,164,5.02
2020,정상,차입금의존도_ratio_industry,3269,33,1.01,66,2.02,99,3.03,131,4.01,164,5.02
2020,정상,총자산회전율_diff_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,총자산회전율_ratio_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,자기자본회전율_diff_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,자기자본회전율_ratio_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,비유동자산회전율_diff_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,비유동자산회전율_ratio_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,유형자산회전율_diff_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,유형자산회전율_ratio_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,재고자산회전율_diff_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,재고자산회전율_ratio_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,매출채권회전율_diff_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,매출채권회전율_ratio_industry,3269,62,1.9,95,2.91,128,3.92,160,4.89,193,5.9
2020,정상,매입채무회전율_diff_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,매입채무회전율_ratio_industry,3269,61,1.87,94,2.88,127,3.88,159,4.86,192,5.87
2020,정상,총자산증가율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,총자산증가율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유형자산증가율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,유형자산증가율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,자기자본증가율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,자기자본증가율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,매출액증가율_diff_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,정상,매출액증가율_ratio_industry,3269,66,2.02,132,4.04,198,6.06,262,8.01,328,10.03
2020,부실,부채비율,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,총부채비율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,장기부채비율,100,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2020,부실,장기부채의존도,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,차입금의존도,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,순차입금비율,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,금융부채비율,100,1,1.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,자기자본비율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자본잠식률,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,당좌비율_추정,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금비율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순운전자본비율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순운전자본회전율,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,금융비용부담률,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,비유동비율,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,비유동장기적합률,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,유형자산비율,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,유형자산부채비율,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,ROA,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROE,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,ROIC,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,총자본영업이익률,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,매출총이익률,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,영업이익률,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익률,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA마진,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름비율,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,현금ROA,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금ROE,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출원가율,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,판관비율,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,감가상각비율,100,1,1.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산회전율,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동자산회전율,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,비유동자산회전율,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산회전율,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본회전율,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,투하자본회전율,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,매출채권회전율,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출채권회수기간,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,재고자산회전율,100,1,1.0,1,1.0,1,1.0,1,1.0,6,6.0
2020,부실,재고자산보유기간,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무회전율,100,1,1.0,1,1.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무지급기간,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,현금전환주기_CCC,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,영업CF_유동부채,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업CF_총부채,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,매출액증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산증가율,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,FCF증가율,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROA변화,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익률변화,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채비율변화,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율변화,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,종업원_diff,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,종업원_ratio,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,부채비율_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,부채비율_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,총부채비율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총부채비율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,장기부채비율_diff,100,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2020,부실,장기부채비율_ratio,100,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2020,부실,장기부채의존도_diff,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,장기부채의존도_ratio,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,차입금의존도_diff,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,차입금의존도_ratio,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,순차입금비율_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,순차입금비율_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,금융부채비율_diff,100,1,1.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,금융부채비율_ratio,100,1,1.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,자기자본비율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본비율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자본잠식률_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자본잠식률_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,당좌비율_추정_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,당좌비율_추정_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금비율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금비율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순운전자본비율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순운전자본비율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순운전자본회전율_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,순운전자본회전율_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,금융비용부담률_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,금융비용부담률_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,비유동비율_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,비유동비율_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,비유동장기적합률_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,비유동장기적합률_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,유형자산비율_diff,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,유형자산비율_ratio,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,유형자산부채비율_diff,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,유형자산부채비율_ratio,100,1,1.0,2,2.0,3,3.0,8,8.0,10,10.0
2020,부실,ROA_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROA_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROE_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,ROE_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,ROIC_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,ROIC_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,총자본영업이익률_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총자본영업이익률_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,매출총이익률_diff,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,매출총이익률_ratio,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,영업이익률_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익률_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익률_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익률_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA마진_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA마진_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름비율_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름비율_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,현금ROA_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금ROA_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,현금ROE_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,현금ROE_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출원가율_diff,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,매출원가율_ratio,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,판관비율_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,판관비율_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,감가상각비율_diff,100,1,1.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,감가상각비율_ratio,100,1,1.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산회전율_diff,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산회전율_ratio,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동자산회전율_diff,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동자산회전율_ratio,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,비유동자산회전율_diff,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,비유동자산회전율_ratio,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산회전율_diff,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산회전율_ratio,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본회전율_diff,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,자기자본회전율_ratio,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,투하자본회전율_diff,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,투하자본회전율_ratio,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,매출채권회전율_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출채권회전율_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출채권회수기간_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매출채권회수기간_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,재고자산회전율_diff,100,1,1.0,1,1.0,1,1.0,1,1.0,6,6.0
2020,부실,재고자산회전율_ratio,100,1,1.0,1,1.0,1,1.0,1,1.0,6,6.0
2020,부실,재고자산보유기간_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,재고자산보유기간_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무회전율_diff,100,1,1.0,1,1.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무회전율_ratio,100,1,1.0,1,1.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무지급기간_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,매입채무지급기간_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,현금전환주기_CCC_diff,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,현금전환주기_CCC_ratio,100,2,2.0,3,3.0,4,4.0,5,5.0,6,6.0
2020,부실,영업CF_유동부채_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업CF_유동부채_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업CF_총부채_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업CF_총부채_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,매출액증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,매출액증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,순이익증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,총자산증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산증가율_diff,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유형자산증가율_ratio,100,1,1.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,자기자본증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업현금흐름증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,FCF증가율_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,FCF증가율_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROA변화_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,ROA변화_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익률변화_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,영업이익률변화_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채비율변화_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,부채비율변화_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율변화_diff,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,유동비율변화_ratio,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,업력_diff,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,업력_ratio,100,1,1.0,2,2.0,3,3.0,4,4.0,5,5.0
2020,부실,매출액영업이익률_diff_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,매출액영업이익률_ratio_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBIT대매출액_diff_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBIT대매출액_ratio_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA대매출액_diff_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,EBITDA대매출액_ratio_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,매출원가대매출액_diff_industry,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,매출원가대매출액_ratio_industry,100,1,1.0,1,1.0,3,3.0,4,4.0,5,5.0
2020,부실,매출액순이익률_diff_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,매출액순이익률_ratio_industry,100,2,2.0,3,3.0,6,6.0,8,8.0,10,10.0
2020,부실,사내유보율_diff_industry,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
2020,부실,사내유보율_ratio_industry,100,2,2.0,4,4.0,6,6.0,8,8.0,10,10.0
